,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
73,,DispreferenceFirst,dispreferenceFirst,-0.9157509157509157,,,,,1092,gutob,,190489,,,Voicing,96,b,Final,,
747,,DispreferenceFirst,dispreferenceFirst_inverse,-0.7604562737642585,,,,,1315,dokub,,238910,,,Voicing,770,b,Final,,
536,,DispreferenceFirst,dispreferenceFirst,-0.8888888888888888,,,,,1125,dogip,,460857,,,Devoicing,559,p,Final,,
1102,,DispreferenceFirst,dispreferenceFirst,-0.33156498673740054,,,,,3016,potip,,666989,,,Devoicing,1125,p,Final,,
316,,DispreferenceFirst,dispreferenceFirst,-0.4106776180698152,,,,,2435,bogep,,592526,,,Devoicing,339,p,Final,,
50,,DispreferenceFirst,dispreferenceFirst,-0.9891196834817013,,,,,1011,dokub,,154286,,,Voicing,73,b,Final,,
955,,DispreferenceFirst,dispreferenceFirst,-0.4314063848144953,,,,,2318,tekupe,,348017,,,Devoicing,978,p,NonFinal,,
749,,DispreferenceFirst,dispreferenceFirst_inverse,-0.9737098344693281,,,,,1027,dikeb,,242069,,,Voicing,772,b,Final,,
490,,DispreferenceFirst,dispreferenceFirst,-0.7680491551459293,,,,,1302,degope,,365385,,,Devoicing,513,p,NonFinal,,
856,,DispreferenceFirst,dispreferenceFirst,-0.5743825387708213,,,,,1741,pidope,,180397,,,Devoicing,879,p,NonFinal,,
1162,,DispreferenceFirst,dispreferenceFirst,-0.5202913631633714,,,,,1922,todibe,,768180,,,Voicing,1185,b,NonFinal,,
133,,DispreferenceFirst,dispreferenceFirst,-0.6765899864682002,,,,,1478,bugipe,,283312,,,Devoicing,156,p,NonFinal,,
920,,DispreferenceFirst,dispreferenceFirst,-0.5194805194805194,,,,,1925,degope,,290478,,,Devoicing,943,p,NonFinal,,
405,,DispreferenceFirst,dispreferenceFirst,-0.9523809523809523,,,,,1050,todib,,239588,,,Voicing,428,b,Final,,
1039,,DispreferenceFirst,dispreferenceFirst,-0.2913752913752914,,,,,3432,bogebe,,527324,,,Voicing,1062,b,NonFinal,,
297,,DispreferenceFirst,dispreferenceFirst,-0.2830455703368242,,,,,3533,,,559662,,,Devoicing,320,,Final,,
598,,DispreferenceFirst,dispreferenceFirst,-1.0362694300518134,,,,,965,gotep,,568827,,,Devoicing,621,p,Final,,
154,,DispreferenceFirst,dispreferenceFirst,-0.7763975155279503,,,,,1288,bikub,,315287,,,Voicing,177,b,Final,,
168,,DispreferenceFirst,dispreferenceFirst,-0.6688963210702341,,,,,1495,todube,,336053,,,Voicing,191,b,NonFinal,,
277,,DispreferenceFirst,dispreferenceFirst,-0.6002400960384153,,,,,1666,bugibe,,525428,,,Voicing,300,b,NonFinal,,
43,,DispreferenceFirst,dispreferenceFirst,-0.6605019815059445,,,,,1514,dogib,,145108,,,Voicing,66,b,Final,,
37,,DispreferenceFirst,dispreferenceFirst,-0.7558578987150416,,,,,1323,potipe,,136509,,,Devoicing,60,p,NonFinal,,
971,,DispreferenceFirst,dispreferenceFirst,-0.3570153516601214,,,,,2801,bogepe,,378511,,,Devoicing,994,p,NonFinal,,
799,,DispreferenceFirst,dispreferenceFirst_inverse,-0.8680555555555556,,,,,1152,pigepe,,320724,,,Devoicing,822,p,NonFinal,,
1028,,DispreferenceFirst,dispreferenceFirst,-0.3056234718826406,,,,,3272,tekube,,496910,,,Voicing,1051,b,NonFinal,,
96,,DispreferenceFirst,dispreferenceFirst,-0.7127583749109052,,,,,1403,pidope,,226383,,,Devoicing,119,p,NonFinal,,
736,,DispreferenceFirst,dispreferenceFirst_inverse,-0.9354536950420954,,,,,1069,pigeb,,216904,,,Voicing,759,b,Final,,
1109,,DispreferenceFirst,dispreferenceFirst,-0.3207184092366902,,,,,3118,dokube,,681986,,,Voicing,1132,b,NonFinal,,
809,,DispreferenceFirst,dispreferenceFirst_inverse,-0.8445945945945946,,,,,1184,todupe,,334392,,,Devoicing,832,p,NonFinal,,
346,,DispreferenceFirst,dispreferenceFirst,-0.8460236886632826,,,,,1182,bugib,,131578,,,Voicing,369,b,Final,,
342,,DispreferenceFirst,dispreferenceFirst,-0.8025682182985554,,,,,1246,dikepe,,126169,,,Devoicing,365,p,NonFinal,,
278,,DispreferenceFirst,dispreferenceFirst,-0.6684491978609626,,,,,1496,todibe,,527078,,,Voicing,301,b,NonFinal,,
155,,DispreferenceFirst,dispreferenceFirst,-0.9560229445506692,,,,,1046,gutob,,316486,,,Voicing,178,b,Final,,
1103,,DispreferenceFirst,dispreferenceFirst,-0.513874614594039,,,,,1946,dogibe,,669188,,,Voicing,1126,b,NonFinal,,
10,,DispreferenceFirst,dispreferenceFirst,-0.6108735491753207,,,,,1637,gotepe,,92387,,,Devoicing,33,p,NonFinal,,
299,,DispreferenceFirst,dispreferenceFirst,-0.6553079947575361,,,,,1526,bogebe,,563861,,,Voicing,322,b,NonFinal,,
